Affinity Row ID;Organization Id;Name;Website;Status;Description;Owner;Investment Size;Last Email;Reminders;CB Location (Address) - Not available for export;CB Location (City) - Not available for export;CB Location (State) - Not available for export;CB Location (Country) - Not available for export;CB Industry - Not available for export;CB Investment Stage - Not available for export;Source;CB Last Funding Date - Not available for export;CB Investors - Not available for export;Lost Reason;Date Added;CB Description - Not available for export
45435578;282618006;DeepDrive -;deepdrive.tech;1 Lost;The DeepDrive platform is first completely flat, fully modular electric vehicle platform. Developed for the future of mobility.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02/16/2022;
45435576;283896017;Alpakas;alpakas.app;1 Lost;alpakas, der nachhaltige Lebensmittel-Lieferdienst. In Berlin liefern wir täglich Bio-Wocheneinkäufe an unsere Kund:innen. Es gibt frisches Gemüse und Obst, alles für die Vorratskammer, Eier & Milchprodukte, nachhaltiges für Haushalt und Hygiene. Alles...;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02/16/2022;
45435575;262398909;Alaiko;alaiko.com;1 Lost;Alle Fulfillment-Dienstleistungen aus einer Hand ► Alaiko GmbH: ✓ digitale Prozesse & Automatisierungen ✓ volle Transparenz & Steuerung;Christina Schmidt <christina.schmidt@alstin.de>;;01/18/2021;;;;;;;;Startupdetector - GROW;;;Too much raised;02/16/2022;
45275236;284753701;Fullview;fullview.io;To be contacted;Fullview let's you instantly monitor, control and analyze user sessions for faster real time customer support. No downloads. Easy to integrate.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Crunchbase;;;;02/14/2022;
45275231;283772085;Growblocks;growblocks.com;Outreach done;Growblocks helps B2B scale-ups build predictable revenue growth in a collaborative, data-driven and actionable way - finally.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Crunchbase;;;;02/14/2022;
45275225;283312888;ProCollective;procollective.io;To be contacted;Manage your entire freelance workforce in one secure place so you can scale teams faster, save time on admin and gain more visibility.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Crunchbase;;;;02/14/2022;
45254822;284895012;Voucherweb;voucherweb.de;1 Lost;Das von der communicationAds ausgegründete Unternehmen entwickelt eine noch nicht näher bekannte Whitelabel-Lösung für Cashback-Prämien.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254814;284895010;Paxray;paxray.de;Incoming;Das EXIST-geförderte Unternehmen entwickelt noch nicht näher bekannte, KI-gestützte Software zur datenbasierten Automatisierung von repititiven Prozessen.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;;02/13/2022;
45254812;284895009;Office for Micro Climate Cultivation;omc-c.com;1 Lost;Das Unternehmen entwickelt leichte Konstruktionen, mit denen grüne Strukturen durch schnell wachsende Pflanzen in dichten Stadtzentren geschaffen werden sollen. Damit soll dort das lokale Mikroklima, die Luftqualität etc positiv beeinflusst werden, wo kein Platz für normale Parks, Bäume usw. vorhanden ist.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254810;284895008;NeoCargo;neocargo.de;Incoming;Das Unternehmen entwickelt einen noch nicht näher bekannten Onlinemarktplatz, über den sich Spediteure mit verschiedenen Dienstleistern in der Logistikbranche vernetzen können sollen.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;;02/13/2022;
45254809;284895005;NEA Health;neahealth.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Software zur Behandlung und Vorsorge von Krebs.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254806;284895001;Medicalytix AI;medicalytix.ai;To be contacted;;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;;02/13/2022;
45254804;284895000;flixbeton;flixbeton.com;1 Lost;Das Unternehmen entwickelt einen Online-Marktplatz für Betonlieferanten und Bauunternehmen. Dabei sollen Bestellungen besonders schnell abgewickelt und der Lieferprozess verfolgt werden können. Des Weiteren soll der CO2-Fußabdruck durch den Beton eingesehen werden können.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254802;284894999;CheapyHour;cheapyhour.com;1 Lost;Das Unternehmen entwickelt eine noch nicht näher bekannte Mobile App-basierte eCommerce-Lösung.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254800;284894997;Baryon Technology;baryon.technology;1 Lost;Das Unternehmen entwickelt Anlagen, die Wasserstoff aus Fackelgasen - einem Abfallprodukt in der Erölindustrie - mittels einer neuen Plasmatechnologie herstellen können soll. So soll nicht nur ein Energieträger nachhaltig produziert werden können, sondern gleichzeitig CO2-Emissionen verhindert werden, die sonst bei der Verbrennung der Gase entstehen würden.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254797;284894996;ViaVet;viavet.net;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Ergänzungsfuttermittel für Tiere.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254795;284894995;TrainTime Germany;traintime.de;1 Lost;Das Unternehmen entwickelt einen Marktplatz für Online-Live-Trainings und Weiterbildungen im Sport- und Ernährungsbereich. Dabei sollen Trainer eigene Kurse über die Software anbieten können.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254794;284894994;LithoCollect;lithocollect.com;1 Lost;Das Unternehmen entwickelt Software, mit der Sammlungen aus Mineralogie, Geologie und Paläontologie verwaltet werden können sollen. Dabei sollen beispielsweise Daten wie Fundort, Finder oder Abmessungen gesammelt werden können.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254792;284894993;Digital Pioneers Education;digitalpioneers.co;1 Lost;Das Unternehmen entwickelt einen Online-Marktplatz, über den mittelständische Firmen Weiterbildungen mit Experten für ihre Mitarbeiter buchen können sollen. Dabei sollen Weiterbildungspakete individuell erstellt werden können.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254790;284894992;VENDERY;vendery.de;Incoming;Das Unternehmen entwickelt Software in Form eines Online-Marktplatzes, auf dem Verkäufer die Produkte in einem Livestream verkaufen können sollen. Dabei sollen potentielle Kunden direkt Fragen stellen und das Produkt besser kennenlernen können.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;;02/13/2022;
45254786;284894991;sweetful things;sweetfulthings.jimdofree.com;1 Lost;Das Unternehmen entwickelt zuckerzusatzfreie Lebensmittel mit wenig Kohlenhydraten. Dabei sollen beispielsweise kakaohaltige Getränkepulver oder Porridgealternativen hergestellt werden.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254780;284894990;Soil Diagnostix;soildiagnostix.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Software zur Verarbeitung von Daten zu Böden und Pflanzen. Des Weiteren soll die Software auf Grund dieser Daten Handlungsempfehlungen aussprechen können.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254774;284894989;nutrilize;nutrilize.app;1 Lost;Das Unternehmen entwickelt eine Mobile App, mit der Nutzer ihre konsumierten Kalorien und Makronährstoffe nachvollziehen können sollen. Dabei sollen Lebensmittel einfach per Barcode eingescannt werden können.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254767;284894988;Move Your World;moveyour.world;1 Lost;Das Unternehmen entwickelt eine noch nicht näher bekannte Mobile App im Bereich der Esoterik.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254765;284894987;MnemoExplore;mnemoexplore.org;1 Lost;Das Unternehmen entwickelt eine Mobile App, über die Informationen und Touren zu historischen Stätten und Sehenswürdigkeiten zur Verfügung gestellt werden sollen. Weiterhin sollen Augmented Reality-Elemente dazu entwickelt werden.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254762;284894986;livening;livening.uppercloud.io;Incoming;Das Unternehmen entwickelt Software, mit der Kunden Gegenstände live per Videoübertragung präsentiert werden können sollen. Somit sollen neue Kundengruppen weltweit erreicht werden können.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;;02/13/2022;
45254759;284894985;Leadanizer;leadanizer.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Software, mit der Firmen ihre Leads verwalten können sollen.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254756;284894984;lab7;lab7.com;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte, cloud-basierte Software.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;No info;02/13/2022;
45254753;284894982;C1 Green Chemicals;carbon.one;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Verfahren, mit denen chemische Stoffe klimafreundlich hergestellt werden können sollen. Dabei sollen beispielsweise nicht-fossile Kohlenstoffquellen für die Produktion von Methanol verwendet werden können.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254751;284894981;Blozzm;blozzm.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Software für Autoren und Abonnenten.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254749;284894980;belinu;belinu.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Software, mit der sich Nutzer anonym mit Gleichgesinnten oder Psychologen über ihre emotionalen Herausforderungen austauschen können sollen.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254747;265099639;XChange;xchange.eco;1 Lost;About XChange: We believe in contribution, exploration and belonging as human traits. There is nothing more compelling than a joint cause - and a resulting collaboration leading to co-creation. We are building a collaboration ecosystem, so that it is possible for everyone to support start-ups. Want to know more? Feel free to contact us and download the XChange Elevator Pitch (https://drive.google.com/file/d/1DyKvXBIioNN1i-qEqdT1uxz8YjcP6PNk/view?usp=sharing). Imprint: XChange GmbH Hörsten Weg 25 21436 Marschacht Geschäftsführende Gesellschafter: Claas Kauenhowen Daniel Rintelmann Handelsregister Lüneburg HRB 208724;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254745;283466542;NASH;nash-renewables.com;1 Lost;We at NASH*RENEWABLES create data-driven AI products for the post-subsidy renewable energy era. We enable  wind energy investors to make return-optimized  investment & technology choices that others can’t see or don’t value accurately. Stay tuned!;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254744;284894979;dnxt;dnxt.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Software im Bereich Arbeit und Bildung.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;No info;02/13/2022;
45254741;284894978;CORR-NOLOGY;corr-nology.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannt Hard- und Software zur Überwachung von Bauteilen aus Stahl in Beton.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254739;284894977;C4Y Care4you Telemed;care4you-telemed.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Software im Bereich der Telemedizin.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254737;284894975;brickdex;brickdex.io;1 Lost;Das Unternehmen entwickelt Software, mit der Nutzer ihre LEGO-Sammlungen verwalten und Angebote dazu vergleichen können sollen. Dabei sollen unter anderem auch die jeweiligen Preise auf dem Markt für Sets, die sich bereits im Besitz befinden eingesehen werden können.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254735;284894974;WOW People;wow-people.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Produkte für den Freizeit- und Reisebedarf.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254732;282869902;UpLyvt;uplyvt.de;1 Lost;Mit der UpLyvt App erhöhst du deinen Cashflow und findest die richtige Anlage, um langfristig dein Vermögen aufzubauen.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254730;284894973;Spellgarden Games;spellgardengames.com;1 Lost;Das Unternehmen entwickelt Videospiele für den Computer.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254727;284894972;Pfefferpfote;pfefferpfote.de;1 Lost;Das Unternehmen entwickelt noch nicht näher bekannte Produkte für den Heimtierbedarf.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254726;284894971;Kietzee;kietzee.com;1 Lost;Das Unternehmen entwickelt ein Online-Portal, auf dem verschiedene Kindertagespflegeeinrichtungen bewertet und verglichen werden können sollen.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45254722;284894970;Content Queens Sisterhood;content-queens.com;1 Lost;Das Unternehmen entwickelt einen Online-Marktplatz für weibliche Freelancer im Bereich der Contenterstellung.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254720;284894969;2zero;2zero.earth;Incoming;Das Unternehmen entwickelt Software, mit der Firmen und Kommunen ihren ökologischen Fußabdruck einsehen und verringern können sollen. Dabei soll beispielsweise der CO2-Fußabdruck von Mitarbeitern erfasst werden, die für verschiedene, klimaschützende Aufgaben Punkte erhalten und sich so mit anderen Mitarbeitern messen können sollen.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;;02/13/2022;
45254717;284894968;InterPets;interpets.ai;1 Lost;Das Unternehmen entwickelt eine KI-gestützte Mobile App, mit der Haustierbesitzer das Verhalten ihrer Tiere verstehen und ihren Gesundheitszustand erfahren können sollen. Dabei sollen die Tiere im Alltag gefilmt werden, um eine Analyse über die Parameter zu erhalten.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - START;;;2 Out of focus;02/13/2022;
45254715;284894967;InformMe;informme.info;1 Lost;Das Unternehmen entwickelt eine Mobile App, mit der sich Patienten über für sie geplante Verfahren informieren können sollen. Dabei soll es unter anderem verschiedene Erklärfilme und Aufklärungsbögen geben.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - START;;;1 Sector / Business Model;02/13/2022;
45173189;284871098;CryptoSpaceFleet;cryptospacefleet.com;1 Lost;Hinter CryptoSpaceFleet verbirgt sich ein Investoren-Club rund um das Thema Cryptowährungen und NFT. “Jeder Besitzer des NFTs bekommt Zugang zum Club und das eingenommene Geld wird in frische Projekte investiert. Von diesen Investitionen geht das meiste zurück an die Besitzer unserer NFTs”.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;deutsche startups;;;2 Out of focus;02.11.2022;
45173187;284871096;Conversion Maker AI;conversionmaker.ai;1 Lost;Conversion Maker aus Offenburg, das von Michael Witzenleiter gegründet wurde, liefert Produktbeschreibungen. Zum Konzept heißt es: “Unsere benutzerfreundliche Software ermöglicht dir, mühelos hochwertige und aussagekräftige Texte für deinen Online-Shop zu erstellen, um deine Zielgruppe bestmöglich zu erreichen”.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;deutsche startups;;;1 Sector / Business Model;02.11.2022;
45173182;284681422;ViertelCheck;viertelcheck.de;1 Lost;Du hast deine Traum-Immobilie gefunden, aber kennst das Viertel kaum? Wie sind die Nachbarn? Gibt es Straßen- oder Fluglärm? Wie ist das Freizeitangebot und gibt es gute Restaurants in der Nähe? Auf diese und viele weitere Fragen liefert dir der ViertelCheck mit nur einem Mausklick alle Antworten. Deutschlandweit. Mit BigData aus hunderten Datenquellen. Probier es aus!;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;deutsche startups;;;2 Out of focus;02.11.2022;
45173181;263733550;axytos GmbH;axytos.com;1 Lost;Die gesamte BNPL-Welt ohne Ausfallrisiko: Rechnungskauf, Lastschrift, Ratenzahlung, Teilzahlung mit festen (Pay in X) oder flexiblen Raten. Individuelle BNPL as;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;deutsche startups;;;1 Sector / Business Model;02.11.2022;
45173178;279192831;mirastore.de;mirastore.de;1 Lost;Entdecken und shoppen Sie das Besondere! Versandkostenfreie Lieferung innerhalb Deutschland. Fashion, Beauty, Lifestyle, Accessoires, Design und Technik.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;deutsche startups;;;1 Sector / Business Model;02.11.2022;
45173174;284871092;Next2Eden;next2eden.de;1 Lost;Die Jungfirma Next2Eden möchte Gründer, kreative Köpfe und Talente zusammenbringen. “Mit unserer Infrastruktur stellen wir unser Creativ Collaboration Hub zur Verfügung. Dies ermöglicht unseren Mitgliedern miteinander gemeinsam im Team am Projekt zu arbeiten”, schreibt das Team zum Konzept.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;deutsche startups;;;2 Out of focus;02.11.2022;
45172227;284871090;Essence;essence.care;1 Lost;Hinter Essence verbirgt sich eine Plattform zur “gezielten Reflexion alltäglicher psychischer Belastungen”. Zum Konzept schreiben die Gründer: “Bei Essence treffen sich Menschen in kleinen und geschützten Gesprächsgruppen, um sich dort auszutauschen - zu persönlichen Problemen und belastenden Themen”.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;deutsche startups;;;2 Out of focus;02.11.2022;
45172220;283286496;Palabra Praxisgruppe GmbH;palabra-logopaedie.de;1 Lost;Die Palabra Praxisgruppe aus Berlin setzt auf “moderne Logopädie für Kinder und Erwachsene”. Die Hauptstädter schreiben: “Unsere Logopäd:innen haben mehr Zeit für Patient:innen, weil wir ihnen den ganzen Bürokram abnehmen. Zusätzlich entwickeln wir Software für die digitale Logopädie”.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;02/24/2022;;;;;;;;deutsche startups;;;1 Sector / Business Model;02.11.2022;
45172215;279436429;doinstruct GmbH;doinstruct.com;Call / Meeting -> move to dealflow;Mit einer intuitiven App möchte Doinstruct eine videobasierte Schulungslösung für Mitarbeiter:innen bieten. Die cloudbasierte Lösung soll vor allem Onboarding Prozesse und Unterweisungen im Betrieb erleichtern. Dabei ist kein Login oder eine E-Mail-Adresse für User notwendig.;Sophie Tribius <sophie.tribius@alstin.de>;;05.12.2022;;;;;;;;deutsche startups;;;1 Sector / Business Model;02.11.2022;
45172214;284871088;CS Blocks;cs-blocks.de;Incoming;Bauherren und Bauherrinnen sollen mit CS Blocks ihr Haus betreten können, bevor es gebaut wird. Das Startup erbaut den geplanten Grundriss mit Hilfe von Kunststoffsteinen. So soll ein echtes Raumgefühl zum Anfassen entstehen. Eine Begehung vor Ort soll Planungssicherheit bieten und helfen, Kosten zu sparen.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;deutsche startups;;;;02.11.2022;
45172210;284854073;Chargd;chargd-app.com;1 Lost;Die neue Lade-App für jeden Elektroauto Besitzer. Verdiene Geld mit deiner Heim-Ladestation, indem du sie teilst und profitiere von geteilten Ladestationen überall.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;deutsche startups;;;1 Sector / Business Model;02.11.2022;
45172208;262723770;Marvel Fusion;marvelfusion.io;1 Lost;Our mission is to enable humankind to access clean, safe & reliable energy by building a laser-driven fusion power plant.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;Too much raised;02.11.2022;
45172207;263734163;Digooh Media GmbH;digooh.com;1 Lost;DIGOOH bietet dank digitaler City Light Poster modernste Außenwerbeflächen auf höchstem Niveau;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;2 Out of focus;02.11.2022;
45172203;284871085;Progressix;intelli-athletics.com;1 Lost;Das Unternehmen entwickelt eine Mobile App, die Personal Trainer ihren Kunden zur Verfügung stellen können sollen. Die App soll u.a. Anleitungen für richtige Trainingsausführung usw. enthalten.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;2 Out of focus;02.11.2022;
45172197;284851625;Sastrify;sastrix.io;1 Lost;Das Unternehmen entwickelt eine software-basierte Einkaufsgemeinschaft, die bei der optimierten Beschaffung von Softwarelizenzen unterstützen können soll. Durch Austausch der Mitglieder untereinander sollen außerdem passende Tools für jeden Anwendungsfall identifiziert werden.;Christina Schmidt <christina.schmidt@alstin.de>;;07/20/2021;;;;;;;;Startupdetector - GROW;;;Already in Pipeline;02.11.2022;
45085889;268157539;Mantaro Entwurf;mantaro.partners;1 Lost;We buy and grow successful eCommerce brands around the world. Request a valuation for your online business today.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085886;263735119;KEEQuant GmbH;keequant.com;Incoming;Das Unternehmen entwickelt auf Quanten basierende Verschlüsselungsmethoden, um kritische Infrastruktur insbesondere von Quantencomputern zu schützen.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;;02.09.2022;
45085885;278701947;Höme - Für Festivals;hoemepage.com;1 Lost;Höme ist eine Liebeserklärung an das Festivalleben, an Festivals und deren Macher, sowie an die Festivalkultur als Ganzes. Wir stehen nicht am Rand und fotografieren oder berichten aus Distanz, wir sind dabei und mittendrin, wir leben Festivals.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;2 Out of focus;02.09.2022;
45085883;284851624;GOLFLEADS;golfleads.de;1 Lost;Das Unternehmen entwickelt Kurzreisen, welche speziell auf Golfspielerinnen und Golfspieler zugeschnitten sind. Dabei soll ein fester Trainingsplan mit Golftrainern die Reisenden im Urlaub trainieren.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085879;263456705;Winstate;winstate.io;Incoming;Lass die TOP 1 % der Schreiber Deinen Unternehmens-Content erstellen. Einfacher als je zuvor. Veröffentliche die Beiträge mit einem Klick.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;;02.09.2022;
45085876;280235104;Forget.finance;forget.finance;Incoming;Forget.finance ist die holistische App für dein Finanzleben - mit persönlichem Coaching und nachhaltigen & automatisierten Investments.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;;02.09.2022;
45085873;284851613;fatchd;fatchd.com;1 Lost;;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085869;284293420;CUREXSYS;curexsys.com;1 Lost;Exosomes are key to Anti-Aging and rejuvenation: We develop exosomes as innovative therapeutics to cure age-related diseases.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085867;284851608;bex technologies;bexpress.io;1 Lost;Das Unternehmen entwickelt einen Lieferservice für die Baustelle, bei dem die Prozesse von Bestellung bis zur Bereitstellung am Bau voll digitalisiert sein sollen.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;Already in Pipeline;02.09.2022;
45085863;222005089;Aignostics;aignostics.com;1 Lost;Our Story We started in 2018 within the walls of Charité Berlin and the Berlin Institute of Health, based on years of research conducted by the pathology department of Charité and TU Berlin. Following initial incubation, we spun-out of Charité...;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085859;282015093;watchandbuild.com GmbH;watchandbuild.com;1 Lost;We combine high-quality videos with dynamic features of our innovative platform - the Watch & Build-Engine;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085858;284851604;Unertl;unertl.de;1 Lost;Das Unternehmen betreibt eine Brauerei und produziert Weißbier seit mehreren Generationen.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;2 Out of focus;02.09.2022;
45085853;263733202;Ubiscore UG (haftungsbeschränkt);ubiscore.com;1 Lost;Verified Data Protection - Ubiscore is a new standard for real-time monitoring of how organisations handle data.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;Team;02.09.2022;
45085850;284851599;trolleymaker;trolleymaker.com;1 Lost;Das Unternehmen entwickelt White-Label-Lösungen für Stadt- und Geschenkgutscheine, sowie Bonuskarten. Damit soll Kundenloyalität im lokalen Rahmen erreicht werden können.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085838;280200428;Tomorrow Energy Solutions GmbH;tomorrow-energy.de;1 Lost;Das Unternehmen plant, baut und wartet Photovoltaik-Anlagen und bietet entsprechende Dienstleistungen an.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;2 Out of focus;02.09.2022;
45085837;280504038;TFJ Buycycle GmbH;buycycle.de;1 Lost;Das Unternehmen entwickelt einen Onlinemarktplatz für den An- und Verkauf von Rennrädern sowie den Onlinehandel mit Fahrradzubehör.;Philipp Rehsmann <philipp.rehsmann@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;1 Sector / Business Model;02.09.2022;
45085834;284030250;Siliconally;siliconally.com;1 Lost;Das Unternehmen entwickelt energiesparende System-on-Chip's (alle Komponenten sind auf einer Platine) für IoT Produkte in Fahrzeugen.;Sophie Tribius <sophie.tribius@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;2 Out of focus;02.09.2022;
45085832;284851593;PCS Protect Concepts & Systems;protectwatch.de;1 Lost;Das Unternehmen entwickelt eine Smart Watch, welche unter anderem Körpertemperatur, Blutdruck, Herzfrequenz, Blutsauerstoff, Schlaf und Herzfrequenz messen können soll. Die gesammelten Daten werden über eine mobile App ausgewertet und soll unter anderem Viruserkrankungen erkennen.;Christina Schmidt <christina.schmidt@alstin.de>;;;;;;;;;;Startupdetector - GROW;;;2 Out of focus;02.09.2022;
